millis,encoderA,encoderB
14496,4082,4087
14496,4087,4087
14497,4083,4079
14497,4085,4085
14497,4087,4089
14497,4085,4085
14497,4085,4083
14498,4082,4087
14498,4085,4087
14498,4083,4093
14498,4088,4085
14498,4082,4084
14498,4089,4088
14499,4086,4083
14499,4083,4082
14499,4089,4085
14499,4086,4086
14499,4085,4089
14500,4084,4083
14500,4089,4086
14500,4089,4087
14500,4083,4081
14500,4082,4087
14500,4086,4085
14501,4092,4083
14501,4089,4083
14501,4077,4088
14501,4084,4092
14501,4084,4086
14502,4090,4089
14502,4089,4085
14502,4083,4085
14502,4087,4081
14502,4087,4084
14502,4086,4087
14503,4087,4090
14503,4082,4088
14503,4085,4083
14503,4083,4091
14503,4092,4085
14504,4093,4084
14504,4080,4085
14504,4088,4086
14504,4086,4089
14504,4084,4090
14504,4089,4085
14505,4086,4092
14505,4086,4089
14505,4080,4084
14505,4082,4085
14505,4082,4085
14506,4087,4089
14506,4085,4088
14506,4085,4085
14506,4083,4084
14506,4084,4089
14506,4089,4087
14507,4084,4089
14507,4090,4088
14507,4089,4086
14507,4088,4084
14507,4083,4085
14508,4091,4085
14508,4083,4087
14508,4085,4089
14508,4089,4086
14508,4095,4085
14508,4088,4087
14509,4088,4084
14509,4088,4081
14509,4090,4084
14509,4086,4083
14509,4086,4087
14510,4091,4083
14510,4081,4085
14510,4087,4087
14510,4086,4084
14510,4091,4084
14510,4091,4085
14511,4084,4086
14511,4086,4092
14511,4088,4091
14511,4085,4089
14511,4088,4087
14511,4082,4083
14512,4088,4076
14512,4081,4089
14512,4085,4084
14512,4084,4086
14512,4084,4085
14513,4089,4087
14513,4088,4084
14513,4088,4090
14513,4092,4081
14513,4085,4081
14514,4087,4085
14514,4087,4082
14514,4089,4087
14514,4087,4089
14514,4087,4089
14514,4082,4079
14515,4088,4088
14515,4086,4088
14515,4081,4089
14515,4085,4086
14515,4087,4083
14515,4087,4084
14516,4087,4087
14516,4089,4085
14516,4089,4085
14516,4086,4083
14516,4083,4083
14517,4081,4087
14517,4081,4081
14517,4082,4092
14517,4084,4081
14517,4084,4083
14517,4081,4084
14518,4091,4087
14518,4089,4084
14518,4086,4090
14518,4087,4087
14518,4090,4085
14519,4088,4087
14519,4093,4088
14519,4084,4087
14519,4089,4083
14519,4084,4084
14519,4090,4084
14520,4086,4084
14520,4086,4084
14520,4087,4090
14520,4085,4090
14520,4085,4087
14521,4088,4087
14521,4089,4085
14521,4087,4083
14521,4088,4075
14521,4088,4088
14521,4084,4088
14522,4081,4084
14522,4086,4081
14522,4091,4087
14522,4087,4085
14522,4083,4078
14523,4084,4084
14523,4089,4089
14523,4089,4087
14523,4084,4089
14523,4085,4091
14523,4088,4087
14524,4087,4079
14524,4085,4081
14524,4093,4087
14524,4084,4090
14524,4083,4079
14525,4085,4082
14525,4081,4089
14525,4087,4086
14525,4085,4082
14525,4090,4085
14525,4087,4089
14526,4081,4084
14526,4082,4082
14526,4082,4083
14526,4079,4086
14526,4085,4079
14527,4087,4086
14527,4085,4084
14527,4093,4090
14527,4083,4082
14527,4089,4085
14527,4083,4084
14528,4088,4085
14528,4087,4086
14528,4086,4084
14528,4078,4084
14528,4089,4084
14529,4084,4082
14529,4083,4081
14529,4092,4094
14529,4087,4085
14529,4081,4087
14529,4085,4084
14530,4089,4087
14530,4088,4088
14530,4093,4088
14530,4086,4087
14530,4084,4083
14531,4086,4086
14531,4085,4079
14531,4088,4084
14531,4086,4091
14531,4084,4089
14531,4084,4084
14532,4085,4084
14532,4087,4086
14532,4081,4082
14532,4086,4087
14532,4083,4084
14532,4088,4084
14533,4084,4081
14533,4085,4083
14533,4087,4089
14533,4085,4080
14533,4089,4087
14534,4091,4093
14534,4087,4087
14534,4087,4086
14534,4086,4088
14534,4084,4086
14534,4083,4083
14535,4090,4086
14535,4089,4085
14535,4085,4086
14535,4084,4089
14535,4087,4083
14536,4089,4084
14536,4079,4084
14536,4093,4093
14536,4084,4078
14536,4080,4083
14536,4084,4084
14537,4087,4089
14537,4082,4084
14537,4090,4086
14537,4082,4080
14537,4088,4081
14538,4092,4084
14538,4094,4093
14538,4091,4082
14538,4088,4082
14538,4088,4090
14538,4087,4087
14539,4084,4089
14539,4088,4083
14539,4085,4085
14539,4091,4087
14539,4084,4081
14540,4089,4075
14540,4083,4084
14540,4090,4088
14540,4083,4082
14540,4084,4087
14540,4089,4085
14541,4087,4087
14541,4086,4090
14541,4085,4083
14541,4084,4087
14541,4084,4084
14542,4087,4087
14542,4086,4089
14542,4088,4087
14542,4091,4087
14542,4082,4087
14542,4084,4084
14543,4089,4085
14543,4084,4083
14543,4087,4095
14543,4089,4092
14543,4089,4083
14544,4089,4081
14544,4085,4085
14544,4089,4082
14544,4087,4086
14544,4087,4083
14544,4085,4089
14545,4085,4092
14545,4079,4092
14545,4083,4085
14545,4093,4089
14545,4089,4083
14546,4087,4086
14546,4076,4089
14546,4087,4079
14546,4087,4083
14546,4089,4086
14546,4086,4084
14547,4088,4083
14547,4087,4087
14547,4091,4092
14547,4081,4081
14547,4088,4089
14548,4087,4087
14548,4084,4085
14548,4090,4092
14548,4090,4083
14548,4085,4090
14548,4090,4082
14549,4087,4092
14549,4088,4087
14549,4087,4083
14549,4090,4090
14549,4087,4087
14550,4085,4088
14550,4087,4089
14550,4093,4084
14550,4084,4086
14550,4087,4087
14550,4088,4087
14551,4081,4081
14551,4084,4085
14551,4088,4081
14551,4082,4091
14551,4087,4078
14551,4085,4084
14552,4085,4084
14552,4075,4088
14552,4083,4090
14552,4087,4091
14552,4088,4079
14553,4084,4084
14553,4087,4088
14553,4085,4084
14553,4085,4085
14553,4083,4083
14553,4083,4084
14554,4088,4087
14554,4085,4092
14554,4087,4085
14554,4087,4083
14554,4090,4087
14555,4089,4089
14555,4087,4088
14555,4091,4086
14555,4082,4092
14555,4088,4086
14555,4087,4085
14556,4085,4085
14556,4085,4083
14556,4086,4085
14556,4085,4089
14556,4089,4088
14557,4087,4086
14557,4088,4084
14557,4087,4087
14557,4086,4089
14557,4090,4081
14557,4079,4079
14558,4083,4085
14558,4087,4085
14558,4077,4086
14558,4081,4090
14558,4085,4086
14559,4086,4088
14559,4075,4085
14559,4079,4089
14559,4084,4082
14559,4082,4083
14559,4085,4093
14560,4081,4083
14560,4089,4089
14560,4086,4085
14560,4087,4089
14560,4087,4083
14561,4084,4083
14561,4086,4081
14561,4087,4087
14561,4087,4084
14561,4085,4082
14561,4085,4085
14562,4085,4089
14562,4088,4085
14562,4082,4087
14562,4086,4085
14562,4087,4078
14563,4085,4084
14563,4086,4083
14563,4088,4087
14563,4085,4084
14563,4087,4087
14563,4087,4090
14564,4085,4087
14564,4089,4084
14564,4084,4079
14564,4075,4086
14564,4091,4085
14565,4092,4089
14565,4089,4086
14565,4084,4088
14565,4085,4088
14565,4084,4088
14565,4086,4090
14566,4085,4085
14566,4086,4086
14566,4086,4078
14566,4089,4083
14566,4089,4074
14567,4084,4081
14567,4087,4085
14567,4092,4081
14567,4084,4085
14567,4083,4089
14567,4086,4086
14568,4084,4086
14568,4086,4084
14568,4082,4084
14568,4080,4077
14568,4085,4091
14569,4086,4084
14569,4089,4089
14569,4085,4088
14569,4085,4086
14569,4086,4085
14569,4090,4087
14570,4081,4079
14570,4088,4091
14570,4081,4085
14570,4087,4083
14570,4085,4085
14571,4085,4083
14571,4087,4090
14571,4077,4084
14571,4084,4086
14571,4085,4087
14571,4083,4084
14572,4085,4082
14572,4089,4085
14572,4087,4080
14572,4089,4077
14572,4087,4082
14573,4084,4086
14573,4087,4093
14573,4088,4087
14573,4079,4086
14573,4089,4088
14573,4081,4088
14574,4083,4086
14574,4089,4088
14574,4082,4084
14574,4087,4082
14574,4088,4087
14574,4088,4089
14575,4085,4085
14575,4086,4088
14575,4088,4086
14575,4087,4083
14575,4087,4084
14576,4087,4088
14576,4080,4089
14576,4087,4090
14576,4082,4087
14576,4087,4093
14576,4081,4079
14577,4087,4085
14577,4089,4081
14577,4087,4079
14577,4091,4091
14577,4082,4084
14578,4084,4087
14578,4087,4090
14578,4091,4087
14578,4087,4089
14578,4086,4086
14578,4087,4089
14579,4084,4082
14579,4091,4085
14579,4089,4087
14579,4088,4084
14579,4082,4086
14580,4088,4089
14580,4078,4080
14580,4085,4086
14580,4084,4085
14580,4085,4088
14580,4089,4082
14581,4085,4087
14581,4089,4089
14581,4084,4086
14581,4087,4091
14581,4087,4084
14582,4079,4085
14582,4084,4085
14582,4084,4085
14582,4083,4085
14582,4088,4088
14582,4079,4083
14583,4083,4086
14583,4085,4092
14583,4085,4085
14583,4087,4089
14583,4089,4085
14584,4087,4087
14584,4093,4079
14584,4087,4087
14584,4085,4087
14584,4087,4088
14584,4083,4087
14585,4090,4086
14585,4088,4084
14585,4085,4086
14585,4083,4089
14585,4087,4082
14586,4086,4082
14586,4083,4085
14586,4081,4089
14586,4087,4087
14586,4087,4086
14586,4083,4089
14587,4087,4087
14587,4085,4087
14587,4087,4085
14587,4084,4080
14587,4091,4091
14588,4082,4087
14588,4083,4091
14588,4082,4081
14588,4087,4085
14588,4092,4087
14588,4080,4086
14589,4088,4084
14589,4085,4084
14589,4092,4087
14589,4092,4092
14589,4084,4087
14590,4083,4084
14590,4087,4085
14590,4087,4086
14590,4088,4084
14590,4084,4090
14590,4085,4089
14591,4086,4086
14591,4077,4084
14591,4087,4089
14591,4085,4087
14591,4085,4085
14592,4087,4087
14592,4089,4087
14592,4084,4089
14592,4089,4088
14592,4092,4083
14592,4087,4089
14593,4089,4088
14593,4091,4084
14593,4082,4088
14593,4087,4089
14593,4087,4086
14594,4084,4089
14594,4085,4088
14594,4089,4081
14594,4086,4085
14594,4085,4089
14594,4085,4087
14595,4088,4081
14595,4085,4088
14595,4087,4085
14595,4087,4088
14595,4086,4085
14596,4085,4086
14596,4086,4090
14596,4082,4088
14596,4085,4079
14596,4083,4089
14596,4086,4088
14597,4081,4085
14597,4094,4082
14597,4091,4082
14597,4090,4085
14597,4087,4084
14598,4085,4087
14598,4086,4086
14598,4084,4087
14598,4085,4085
14598,4092,4084
14598,4085,4079
14599,4086,4088
14599,4087,4082
14599,4094,4087
14599,4087,4094
14599,4086,4087
14600,4081,4080
14600,4088,4087
14600,4089,4080
14600,4087,4087
14600,4082,4086
14600,4077,4085
14601,4084,4095
14601,4089,4079
14601,4087,4087
14601,4088,4085
14601,4087,4081
14601,4087,4094
14602,4084,4084
14602,4079,4085
14602,4083,4090
14602,4087,4085
14602,4092,4088
14603,4080,4088
14603,4084,4081
14603,4087,4092
14603,4086,4083
14603,4086,4082
14603,4087,4086
14604,4090,4087
14604,4089,4093
14604,4086,4087
14604,4085,4082
14604,4085,4082
14605,4087,4084
14605,4085,4086
14605,4088,4088
14605,4089,4093
14605,4084,4084
14605,4077,4083
14606,4088,4082
14606,4084,4085
14606,4089,4084
14606,4087,4085
14606,4088,4084
14607,4086,4085
14607,4089,4086
14607,4087,4093
14607,4086,4087
14607,4084,4087
14607,4086,4086
14608,4079,4089
14608,4085,4090
14608,4092,4085
14608,4088,4084
14608,4084,4085
14609,4083,4093
14609,4084,4084
14609,4091,4084
14609,4087,4088
14609,4086,4088
14609,4080,4083
14610,4085,4086
14610,4085,4079
14610,4085,4085
14610,4084,4085
14610,4086,4090
14611,4090,4086
14611,4084,4083
14611,4085,4089
14611,4085,4086
14611,4087,4079
14611,4079,4087
14612,4086,4081
14612,4081,4092
14612,4085,4084
14612,4083,4085
14612,4087,4085
14613,4088,4087
14613,4085,4089
14613,4079,4087
14613,4087,4085
14613,4086,4086
14613,4087,4087
14614,4086,4087
14614,4085,4085
14614,4085,4086
14614,4088,4086
14614,4092,4085
14615,4094,4089
14615,4085,4087
14615,4088,4087
14615,4085,4089
14615,4087,4084
14615,4088,4087
14616,4085,4088
14616,4087,4089
14616,4080,4088
14616,4080,4083
14616,4083,4085
14617,4088,4090
14617,4087,4092
14617,4085,4083
14617,4087,4082
14617,4090,4085
14617,4087,4086
14618,4088,4087
14618,4075,4088
14618,4089,4091
14618,4084,4089
14618,4082,4088
14619,4079,4089
14619,4087,4086
14619,4089,4087
14619,4087,4087
14619,4088,4093
14619,4084,4095
14620,4088,4085
14620,4091,4081
14620,4088,4087
14620,4085,4089
14620,4087,4086
14621,4080,4081
14621,4086,4085
14621,4091,4086
14621,4084,4081
14621,4081,4079
14621,4085,4085
14622,4086,4091
14622,4087,4089
14622,4089,4089
14622,4085,4087
14622,4087,4085
14622,4081,4092
14623,4086,4086
14623,4085,4077
14623,4083,4081
14623,4085,4083
14623,4081,4082
14624,4081,4089
14624,4084,4087
14624,4080,4088
14624,4085,4093
14624,4086,4085
14624,4087,4079
14625,4085,4085
14625,4091,4088
14625,4086,4084
14625,4084,4089
14625,4077,4084
14626,4082,4086
14626,4085,4083
14626,4080,4085
14626,4078,4085
14626,4084,4080
14626,4090,4095
14627,4084,4085
14627,4092,4092
14627,4079,4084
14627,4083,4089
14627,4081,4089
14628,4087,4084
14628,4086,4091
14628,4087,4085
14628,4083,4086
14628,4085,4087
14628,4088,4086
14629,4088,4084
14629,4086,4090
14629,4086,4088
14629,4087,4085
14629,4091,4083
14630,4086,4079
14630,4086,4081
14630,4084,4085
14630,4084,4079
14630,4089,4086
14630,4089,4093
14631,4085,4089
14631,4082,4088
14631,4089,4084
14631,4086,4085
14631,4087,4093
14632,4085,4086
14632,4085,4088
14632,4085,4088
14632,4085,4085
14632,4083,4085
14632,4083,4089
14633,4088,4087
14633,4085,4089
14633,4087,4085
14633,4086,4087
14633,4084,4081
14634,4090,4086
14634,4084,4086
14634,4089,4091
14634,4088,4084
14634,4086,4091
14634,4087,4088
14635,4085,4087
14635,4084,4085
14635,4086,4088
14635,4083,4088
14635,4088,4082
14636,4082,4081
14636,4085,4086
14636,4085,4081
14636,4086,4088
14636,4087,4084
14636,4077,4088
14637,4085,4087
14637,4087,4089
14637,4081,4087
14637,4084,4092
14637,4084,4088
14638,4087,4079
14638,4087,4089
14638,4091,4090
14638,4089,4085
14638,4082,4085
14638,4085,4089
14639,4085,4083
14639,4084,4087
14639,4088,4083
14639,4077,4079
14639,4088,4084
14640,4085,4084
14640,4080,4085
14640,4084,4091
14640,4085,4081
14640,4093,4081
14640,4089,4085
14641,4090,4084
14641,4089,4089
14641,4085,4083
14641,4088,4084
14641,4089,4086
14642,4086,4087
14642,4088,4087
14642,4091,4087
14642,4089,4085
14642,4089,4086
14642,4086,4082
14643,4087,4086
14643,4079,4090
14643,4094,4087
14643,4094,4087
14643,4084,4086
14644,4084,4084
14644,4083,4095
14644,4089,4081
14644,4085,4092
14644,4092,4084
14644,4085,4088
14645,4093,4088
14645,4092,4082
14645,4081,4087
14645,4086,4094
14645,4084,4089
14646,4087,4087
14646,4086,4085
14646,4083,4079
14646,4086,4087
14646,4089,4081
14646,4084,4086
14647,4079,4083
14647,4087,4081
14647,4084,4089
14647,4084,4085
14647,4087,4085
14648,4086,4087
14648,4085,4092
14648,4085,4085
14648,4087,4091
14648,4087,4087
14648,4089,4084
14649,4088,4086
14649,4090,4087
14649,4093,4094
14649,4084,4085
14649,4085,4085
14650,4088,4080
14650,4087,4088
14650,4084,4084
14650,4091,4087
14650,4085,4084
14650,4087,4090
14651,4083,4083
14651,4083,4087
14651,4094,4082
14651,4087,4092
14651,4080,4087
14651,4087,4081
14652,4086,4089
14652,4088,4088
14652,4085,4085
14652,4084,4083
14652,4089,4081
14653,4089,4087
14653,4088,4087
14653,4088,4088
14653,4093,4085
14653,4075,4089
14653,4085,4087
14654,4085,4087
14654,4084,4085
14654,4085,4080
14654,4084,4084
14654,4093,4091
14655,4084,4084
14655,4085,4082
14655,4081,4083
14655,4089,4084
14655,4086,4092
14655,4085,4086
14656,4085,4092
14656,4084,4085
14656,4088,4089
14656,4083,4091
14656,4084,4085
14657,4084,4087
14657,4094,4082
14657,4079,4086
14657,4088,4088
14657,4079,4083
14657,4088,4089
14658,4085,4084
14658,4087,4084
14658,4083,4081
14658,4090,4081
14658,4086,4085
14659,4088,4089
14659,4081,4087
14659,4089,4083
14659,4084,4087
14659,4081,4087
14659,4087,4084
14660,4085,4091
14660,4085,4086
14660,4091,4091
14660,4084,4083
14660,4084,4082
14661,4083,4089
14661,4087,4085
14661,4087,4077
14661,4083,4089
14661,4087,4086
14661,4083,4085
14662,4084,4083
14662,4085,4087
14662,4093,4084
14662,4084,4083
14662,4084,4088
14663,4082,4082
14663,4089,4086
14663,4087,4085
14663,4083,4085
14663,4091,4087
14663,4086,4085
14664,4089,4085
14664,4087,4086
14664,4083,4080
14664,4088,4088
14664,4092,4086
14665,4085,4088
14665,4089,4082
14665,4078,4081
14665,4085,4085
14665,4084,4085
14665,4091,4083
14666,4085,4082
14666,4085,4083
14666,4077,4092
14666,4086,4089
14666,4085,4077
14667,4089,4089
14667,4089,4085
14667,4087,4083
14667,4087,4086
14667,4084,4081
14667,4088,4084
14668,4082,4091
14668,4087,4085
14668,4083,4090
14668,4083,4087
14668,4085,4079
14669,4087,4085
14669,4085,4080
14669,4078,4081
14669,4089,4087
14669,4086,4085
14669,4085,4089
14670,4084,4086
14670,4087,4086
14670,4080,4085
14670,4088,4085
14670,4085,4083
14671,4088,4083
14671,4089,4088
14671,4080,4089
14671,4087,4089
14671,4089,4087
14671,4092,4086
14672,4086,4087
14672,4085,4082
14672,4079,4084
14672,4085,4087
14672,4088,4085
14672,4085,4083
14673,4090,4087
14673,4085,4087
14673,4085,4085
14673,4083,4087
14673,4085,4093
14674,4087,4087
14674,4082,4084
14674,4085,4088
14674,4083,4090
14674,4079,4087
14674,4085,4085
14675,4087,4086
14675,4084,4083
14675,4087,4088
14675,4087,4091
14675,4086,4080
14676,4089,4086
14676,4088,4085
14676,4087,4089
14676,4084,4087
14676,4073,4076
14676,4086,4084
14677,4088,4087
14677,4082,4084
14677,4080,4088
14677,4083,4090
14677,4087,4085
14678,4086,4090
14678,4086,4083
14678,4087,4086
14678,4087,4087
14678,4085,4087
14678,4089,4084
14679,4086,4079
14679,4085,4089
14679,4090,4084
14679,4090,4081
14679,4089,4089
14680,4086,4080
14680,4086,4087
14680,4087,4079
14680,4089,4087
14680,4090,4086
14680,4086,4083
14681,4093,4088
14681,4084,4079
14681,4080,4090
14681,4079,4075
14681,4091,4084
14682,4087,4089
14682,4083,4085
14682,4087,4085
14682,4087,4087
14682,4086,4087
14682,4088,4085
14683,4086,4085
14683,4084,4089
14683,4088,4087
14683,4085,4089
14683,4093,4088
14684,4085,4083
14684,4085,4081
14684,4085,4081
14684,4084,4086
14684,4079,4086
14684,4087,4082
14685,4085,4085
14685,4084,4087
14685,4079,4083
14685,4087,4095
14685,4084,4083
14686,4087,4085
14686,4084,4079
14686,4088,4089
14686,4086,4089
14686,4084,4084
14686,4084,4084
14687,4081,4089
14687,4092,4084
14687,4089,4087
14687,4084,4091
14687,4085,4085
14688,4085,4084
14688,4080,4086
14688,4085,4086
14688,4085,4089
14688,4086,4086
14688,4086,4089
14689,4086,4090
14689,4087,4090
14689,4088,4083
14689,4087,4074
14689,4087,4087
14690,4090,4084
14690,4086,4085
14690,4091,4088
14690,4085,4087
14690,4080,4083
14690,4082,4086
14691,4091,4088
14691,4087,4085
14691,4088,4084
14691,4084,4084
14691,4085,4085
14692,4093,4089
14692,4083,4095
14692,4091,4085
14692,4082,4091
14692,4092,4087
14692,4087,4081
14693,4089,4086
14693,4092,4087
14693,4086,4085
14693,4083,4092
14693,4083,4089
14694,4080,4090
14694,4085,4087
14694,4089,4085
14694,4086,4085
14694,4087,4079
14694,4085,4078
14695,4084,4086
14695,4083,4088
14695,4085,4089
14695,4083,4091
14695,4087,4086
14696,4086,4090
14696,4087,4092
14696,4087,4079
14696,4085,4087
14696,4084,4088
14696,4081,4079
14697,4086,4081
14697,4087,4087
14697,4089,4087
14697,4083,4088
14697,4085,4084
14698,4092,4079
14698,4091,4082
14698,4093,4083
14698,4088,4089
14698,4081,4089
14698,4091,4088
14699,4085,4086
14699,4078,4090
14699,4086,4084
14699,4088,4081
14699,4085,4087
14700,4086,4084
14700,4088,4087
14700,4089,4093
14700,4086,4079
14700,4091,4088
14700,4084,4089
14701,4087,4087
14701,4084,4080
14701,4085,4085
14701,4086,4089
14701,4087,4080
14701,4085,4088
14702,4084,4086
14702,4083,4091
14702,4084,4084
14702,4085,4086
14702,4086,4085
14703,4082,4087
14703,4087,4086
14703,4083,4087
14703,4086,4088
14703,4082,4084
14703,4094,4086
14704,4088,4087
14704,4087,4092
14704,4078,4087
14704,4083,4091
14704,4081,4084
14705,4088,4085
14705,4086,4085
14705,4085,4087
14705,4084,4083
14705,4087,4085
14705,4086,4083
14706,4087,4091
14706,4081,4085
14706,4091,4087
14706,4082,4085
14706,4092,4089
14707,4086,4089
14707,4088,4079
14707,4082,4086
14707,4081,4087
14707,4085,4084
14707,4090,4089
14708,4087,4088
14708,4087,4086
14708,4088,4083
14708,4087,4090
14708,4085,4085
14709,4084,4087
14709,4086,4088
14709,4085,4086
14709,4089,4087
14709,4084,4084
14709,4085,4077
14710,4083,4083
14710,4087,4081
14710,4086,4087
14710,4085,4087
14710,4084,4083
14711,4088,4084
14711,4087,4087
14711,4087,4089
14711,4084,4087
14711,4081,4073
14711,4086,4084
14712,4088,4081
14712,4087,4087
14712,4087,4085
14712,4089,4095
14712,4089,4087
14713,4084,4082
14713,4086,4087
14713,4088,4084
14713,4085,4088
14713,4086,4086
14713,4088,4084
14714,4090,4085
14714,4084,4086
14714,4084,4079
14714,4083,4089
14714,4085,4088
14715,4088,4091
14715,4085,4084
14715,4091,4083
14715,4083,4084
14715,4086,4087
14715,4084,4094
14716,4086,4089
14716,4087,4082
14716,4086,4084
14716,4082,4084
14716,4083,4087
14716,4085,4086
14717,4089,4080
14717,4083,4088
14717,4084,4084
14717,4083,4088
14717,4087,4089
14718,4080,4087
14718,4090,4088
14718,4086,4082
14718,4083,4088
14718,4088,4077
14718,4083,4084
14719,4083,4088
14719,4087,4080
14719,4084,4086
14719,4082,4090
14719,4082,4083
14720,4086,4086
14720,4082,4085
14720,4087,4085
14720,4086,4085
14720,4085,4086
14720,4082,4086
14721,4082,4082
14721,4084,4088
14721,4087,4085
14721,4092,4086
14721,4083,4088
14722,4083,4087
14722,4086,4089
14722,4087,4089
14722,4085,4089
14722,4087,4087
14722,4088,4085
14723,4080,4091
14723,4086,4084
14723,4089,4084
14723,4084,4085
14723,4085,4088
14724,4089,4088
14724,4091,4079
