millis,rpm1,filterRpm_1,w1,rpm2,filterRpm_2,w2,rpm3,filterRpm_3,w3
2121527,64.17,55.71,12695,64.17,71.93,12695,64.17,60.25,12695
2121537,48.13,55.76,12675,64.17,71.01,12675,48.13,59.77,12675
2121547,64.17,55.81,12655,80.21,71.15,12655,64.17,59.34,12655
2121557,48.13,55.85,12635,64.17,71.27,12635,64.17,59.91,12635
2121567,48.13,54.93,12615,64.17,70.43,12615,48.13,59.46,12615
2121577,64.16,55.08,12595,80.21,70.64,12595,64.16,59.07,12595
2121587,48.13,55.2,12575,64.17,70.82,12575,48.13,58.73,12575
2121597,48.13,54.37,12555,64.18,70.04,12555,64.18,58.42,12555
2121607,64.17,54.58,12535,64.17,69.34,12535,48.13,58.15,12535
2121617,48.13,54.76,12515,80.21,69.68,12515,64.17,57.92,12515
2121627,48.13,53.98,12495,64.17,69.98,12495,64.17,58.66,12495
2121637,64.17,54.24,12475,64.17,69.29,12475,48.13,58.36,12475
2121647,48.13,54.46,12455,64.17,68.69,12455,64.17,58.1,12455
2121657,48.13,53.71,12435,64.17,68.15,12435,48.13,57.87,12435
2121667,64.17,54.0,12415,80.21,68.63,12415,48.13,56.72,12415
2121677,48.13,54.26,12395,64.17,69.05,12395,64.17,56.65,12395
2121687,48.12,53.53,12375,64.16,68.47,12375,48.12,56.59,12375
2121697,48.13,52.89,12355,64.18,67.96,12355,64.18,56.54,12355
2121707,48.13,52.33,12335,64.17,67.52,12335,48.13,56.49,12335
2121717,48.12,51.83,12315,64.16,67.12,12315,48.12,55.5,12315
2121727,48.13,51.39,12295,64.18,66.77,12295,64.18,55.58,12295
2121737,48.13,51.01,12275,64.17,66.46,12275,48.13,55.65,12275
2121747,48.12,50.67,12255,64.16,66.19,12255,48.12,54.76,12255
2121757,48.13,50.37,12235,64.17,65.95,12235,48.13,53.97,12235
2121767,48.13,50.1,12215,64.17,65.74,12215,48.13,53.28,12215
2121777,48.13,49.87,12195,64.18,65.56,12195,64.18,53.62,12195
2121787,48.13,49.66,12175,64.17,65.39,12175,48.13,53.92,12175
2121797,48.13,49.48,12155,64.17,65.25,12155,48.13,53.24,12155
2121807,48.13,49.32,12135,64.17,65.12,12135,48.13,52.63,12135
2121817,48.12,49.18,12115,64.16,65.01,12115,48.12,52.1,12115
2121827,48.13,49.06,12095,64.18,64.91,12095,48.13,51.63,12095
2121837,32.09,48.0,12075,64.17,64.82,12075,48.13,51.22,12075
2121847,48.13,47.07,12055,64.17,64.75,12055,48.13,50.85,12055
2121857,48.12,47.19,12035,64.16,64.68,12035,48.12,50.53,12035
2121867,48.13,47.3,12015,64.18,64.62,12015,32.09,49.3,12015
2121877,48.13,47.4,11995,64.17,64.57,11995,48.13,48.21,11995
2121887,32.08,46.54,11975,64.16,64.52,11975,48.12,48.2,11975
2121897,48.13,45.78,11955,48.13,63.53,11955,48.13,48.19,11955
2121907,48.13,46.05,11935,64.17,62.66,11935,32.09,47.24,11935
2121917,48.13,46.3,11915,64.18,62.84,11915,48.13,46.39,11915
2121927,32.09,45.57,11895,64.17,62.99,11895,48.13,46.6,11895
2121937,48.12,44.92,11875,64.16,63.13,11875,48.12,46.78,11875
2121947,48.13,45.3,11855,48.13,62.31,11855,48.13,46.94,11855
2121957,48.13,45.64,11835,64.17,61.58,11835,32.09,46.13,11835
2121967,32.09,44.98,11815,64.17,61.89,11815,48.13,45.42,11815
2121977,48.13,44.41,11795,64.18,62.16,11795,48.13,45.74,11795
2121987,48.13,44.85,11775,48.13,61.45,11775,48.13,46.02,11775
2121997,32.09,44.29,11755,64.17,60.82,11755,32.09,45.32,11755
2122007,48.13,43.79,11735,64.17,61.22,11735,48.13,44.71,11735
2122017,48.13,44.3,11715,64.17,61.57,11715,48.13,45.11,11715
2122027,32.09,43.81,11695,48.13,60.93,11695,32.09,44.52,11695
2122037,48.13,43.37,11675,64.17,60.36,11675,48.13,44.0,11675
2122047,48.12,43.93,11655,64.16,60.81,11655,48.12,44.49,11655
2122057,32.09,43.48,11635,48.13,60.26,11635,32.09,43.97,11635
2122067,48.13,43.08,11615,64.18,59.77,11615,48.13,43.51,11615
2122077,32.08,42.73,11595,64.16,60.29,11595,32.08,43.11,11595
2122087,48.13,42.42,11575,48.13,59.8,11575,48.13,42.75,11575
2122097,32.09,42.15,11555,64.17,59.37,11555,48.13,43.39,11555
2122107,48.12,41.91,11535,48.12,58.99,11535,32.08,43.0,11535
2122117,48.13,42.64,11515,64.17,58.65,11515,48.13,42.66,11515
2122127,32.09,42.34,11495,48.13,58.36,11495,32.09,42.36,11495
2122137,48.13,42.08,11475,64.18,58.1,11475,32.09,41.14,11475
2122147,32.09,41.84,11455,48.13,57.87,11455,48.13,41.02,11455
2122157,48.12,41.64,11435,64.16,57.66,11435,32.08,40.91,11435
2122167,32.09,41.46,11415,48.13,57.48,11415,48.13,40.82,11415
2122177,48.13,41.3,11395,64.18,57.33,11395,32.09,40.73,11395
2122187,32.09,41.16,11375,48.13,57.19,11375,48.13,40.66,11375
2122197,32.09,40.08,11355,64.17,57.07,11355,32.09,40.59,11355
2122207,48.12,40.09,11335,48.12,56.96,11335,32.08,39.59,11335
2122217,32.09,40.09,11315,64.18,56.86,11315,48.13,39.65,11315
2122227,48.13,40.09,11295,48.13,56.78,11295,32.09,39.7,11295
2122237,32.09,40.09,11275,64.17,56.7,11275,32.09,38.8,11275
2122247,32.09,39.15,11255,48.13,56.64,11255,48.13,38.96,11255
2122257,48.12,39.26,11235,48.12,55.63,11235,32.08,39.09,11235
2122267,32.09,39.36,11215,64.18,55.69,11215,32.09,38.26,11215
2122277,48.12,39.45,11195,48.12,55.75,11195,32.08,37.53,11195
2122287,32.09,39.53,11175,48.13,54.85,11175,48.13,37.84,11175
2122297,32.09,38.65,11155,64.17,55.0,11155,32.09,38.11,11155
2122307,48.13,38.82,11135,48.13,55.14,11135,32.09,37.39,11135
2122317,32.09,38.97,11115,48.13,54.31,11115,32.09,36.77,11115
2122327,32.09,38.16,11095,64.17,54.53,11095,32.09,36.21,11095
2122337,32.09,37.44,11075,48.13,54.72,11075,48.13,36.67,11075
2122347,48.12,37.75,11055,48.12,53.94,11055,32.08,37.08,11055
2122357,32.09,38.03,11035,48.13,53.25,11035,32.09,36.49,11035
2122367,32.09,37.33,11015,64.18,53.59,11015,32.09,35.97,11015
2122377,32.09,36.71,10995,48.13,53.9,10995,32.09,35.51,10995
2122387,48.12,37.11,10975,48.12,53.21,10975,32.08,35.1,10975
2122397,32.09,37.46,10955,48.13,52.61,10955,32.09,34.75,10955
2122407,32.09,36.83,10935,48.13,52.08,10935,32.09,34.43,10935
2122417,32.09,36.27,10915,64.17,52.56,10915,32.09,34.16,10915
2122427,32.08,35.77,10895,48.12,52.99,10895,32.08,33.91,10895
2122437,48.13,36.29,10875,48.13,52.41,10875,32.09,33.69,10875
2122447,32.09,36.74,10855,48.13,51.91,10855,32.09,33.5,10855
2122457,32.09,36.19,10835,48.13,51.46,10835,32.09,33.34,10835
2122467,32.09,35.7,10815,48.13,51.07,10815,32.09,33.19,10815
2122477,32.09,35.28,10795,48.13,50.72,10795,32.09,33.06,10795
2122487,32.09,34.9,10775,48.13,50.41,10775,32.09,32.94,10775
2122497,32.09,34.57,10755,48.13,50.14,10755,16.04,31.89,10755
2122507,48.13,35.22,10735,48.13,49.9,10735,32.09,30.97,10735
2122517,32.08,35.8,10715,48.12,49.69,10715,32.08,31.1,10715
2122527,32.09,35.36,10695,48.13,49.51,10695,16.04,30.27,10695
2122537,32.09,34.97,10675,48.13,49.35,10675,32.09,29.53,10675
2122547,32.09,34.63,10655,48.13,49.2,10655,32.09,29.84,10655
2122557,32.09,34.33,10635,48.13,49.07,10635,32.09,30.1,10635
2122567,32.08,34.06,10615,48.12,48.96,10615,32.08,30.34,10615
2122577,32.09,33.83,10595,48.13,48.86,10595,32.09,30.54,10595
2122587,32.09,33.62,10575,48.13,48.78,10575,16.04,29.78,10575
2122597,32.09,33.44,10555,48.13,48.7,10555,32.09,29.1,10555
2122607,32.09,33.28,10535,48.13,48.63,10535,32.09,29.45,10535
2122617,32.09,33.14,10515,48.13,48.57,10515,32.09,29.77,10515
2122627,32.09,33.02,10495,48.13,48.52,10495,16.04,29.09,10495
2122637,32.09,32.91,10475,32.09,47.53,10475,32.09,28.5,10475
2122647,32.08,32.81,10455,48.12,46.65,10455,32.08,28.92,10455
2122657,32.09,32.72,10435,48.13,46.82,10435,16.04,28.35,10435
2122667,32.09,32.65,10415,48.13,46.98,10415,32.09,27.84,10415
2122677,32.08,32.58,10395,48.12,47.11,10395,32.08,28.34,10395
2122687,16.04,31.57,10375,32.09,46.29,10375,16.04,27.84,10375
2122697,32.09,30.69,10355,48.13,45.55,10355,32.09,27.39,10355
2122707,32.09,30.85,10335,48.13,45.86,10335,32.09,27.95,10335
2122717,32.09,31.0,10315,48.13,46.13,10315,16.04,27.49,10315
2122727,32.09,31.13,10295,32.09,45.42,10295,32.09,27.08,10295
2122737,32.09,31.24,10275,48.13,44.79,10275,16.04,26.73,10275
2122747,32.09,31.34,10255,32.09,44.23,10255,32.09,26.41,10255
2122757,16.04,30.48,10235,48.13,43.75,10235,32.09,27.08,10235
2122767,32.09,29.72,10215,48.13,44.26,10215,16.04,26.72,10215
2122777,32.09,30.0,10195,32.09,43.77,10195,32.09,26.41,10195
2122787,32.09,30.25,10175,48.13,43.34,10175,16.04,26.13,10175
2122797,16.04,29.52,10155,32.09,42.96,10155,32.09,25.89,10155
2122807,32.09,28.87,10135,48.13,42.62,10135,16.04,25.67,10135
2122817,32.09,29.25,10115,32.09,42.32,10115,32.09,25.48,10115
2122827,32.09,29.59,10095,48.13,42.06,10095,16.04,25.31,10095
2122837,16.04,28.93,10075,32.09,41.83,10075,32.09,25.17,10075
2122847,32.09,28.36,10055,48.13,41.63,10055,16.04,25.04,10055
2122857,32.09,28.8,10035,32.09,41.45,10035,32.09,24.92,10035
2122867,16.04,28.24,10015,48.13,41.29,10015,16.04,24.82,10015
2122877,32.09,27.75,10000,32.09,41.15,10000,16.04,23.78,10000
2122887,32.08,28.26,10020,32.08,40.08,10020,32.08,23.82,10020
2122897,16.04,27.76,10040,48.13,40.08,10040,16.04,23.84,10040
2122907,32.09,27.33,10060,32.09,40.08,10060,32.09,23.87,10060
2122917,32.09,27.89,10080,32.09,39.14,10080,16.04,23.89,10080
2122927,16.04,27.44,10100,48.12,39.25,10100,16.04,22.97,10100
2122937,32.09,27.04,10120,32.09,39.35,10120,32.09,23.1,10120
2122947,32.08,27.63,10140,32.08,38.49,10140,16.04,23.21,10140
2122957,16.04,27.21,10160,48.13,38.68,10160,32.09,23.31,10160
2122967,32.09,26.84,10180,32.09,38.85,10180,16.04,23.4,10180
2122977,16.04,26.51,10200,32.08,38.05,10200,16.04,22.53,10200
2122987,32.09,26.22,10220,48.13,38.3,10220,32.09,22.71,10220
2122997,32.08,26.92,10240,32.08,38.51,10240,16.04,22.87,10240
2123007,16.04,26.58,10260,32.09,37.75,10260,16.04,22.06,10260
2123017,32.08,26.28,10280,32.08,37.08,10280,32.08,22.3,10280
2123027,16.04,26.02,10300,48.13,37.44,10300,16.04,22.51,10300
2123037,32.09,25.79,10320,32.09,37.75,10320,16.04,21.74,10320
2123047,32.09,26.53,10340,32.09,37.08,10340,32.09,22.02,10340
2123057,16.04,26.24,10360,32.09,36.49,10360,16.04,22.26,10360
2123067,32.09,25.98,10380,48.13,36.92,10380,16.04,21.53,10380
2123077,32.09,26.7,10400,32.09,37.3,10400,32.09,21.83,10400
2123087,16.04,26.39,10420,32.09,36.68,10420,16.04,22.09,10420
2123097,32.08,26.12,10440,32.08,36.14,10440,16.04,21.38,10440
2123107,32.09,26.82,10460,48.13,36.61,10460,32.09,21.69,10460
2123117,16.04,26.5,10480,32.09,37.02,10480,16.04,21.97,10480
2123127,32.09,26.21,10500,32.09,36.44,10500,16.04,21.27,10500
2123137,16.04,25.96,10520,48.12,36.87,10520,32.08,21.6,10520
2123147,32.09,25.73,10540,32.09,37.25,10540,16.04,21.89,10540
2123157,32.09,26.48,10560,32.09,36.64,10560,16.04,21.2,10560
2123167,16.04,26.2,10580,32.09,36.1,10580,32.09,21.54,10580
2123177,32.09,25.95,10600,48.13,36.58,10600,16.04,21.84,10600
2123187,32.09,26.67,10620,32.09,36.99,10620,16.04,21.15,10620
2123197,32.09,27.31,10640,32.09,36.41,10640,32.09,21.5,10640
2123207,16.04,26.93,10660,32.09,35.9,10660,16.04,21.8,10660
2123217,32.09,26.59,10680,48.13,36.4,10680,16.04,21.12,10680
2123227,32.09,27.24,10700,32.09,36.84,10700,32.09,21.47,10700
2123237,16.04,26.86,10720,32.09,36.28,10720,16.04,21.78,10720
2123247,32.09,26.53,10740,32.09,35.78,10740,32.09,22.05,10740
2123257,32.09,27.19,10760,48.13,36.29,10760,16.04,22.28,10760
2123267,16.04,26.82,10780,32.09,36.74,10780,16.04,21.55,10780
2123277,32.09,26.49,10800,32.09,36.19,10800,32.09,21.84,10800
2123287,32.09,27.15,10820,48.13,36.66,10820,16.04,22.11,10820
2123297,32.09,27.74,10840,32.09,37.06,10840,16.04,21.39,10840
2123307,16.04,27.3,10860,32.09,36.47,10860,32.09,21.71,10860
2123317,32.09,26.92,10880,48.13,36.9,10880,16.04,21.98,10880
2123327,32.09,27.53,10900,32.09,37.28,10900,32.09,22.23,10900
2123337,32.09,28.07,10920,32.09,36.67,10920,16.04,22.45,10920
2123347,16.04,27.6,10940,48.12,37.07,10940,16.04,21.69,10940
2123357,32.09,27.18,10960,32.09,37.43,10960,32.09,21.97,10960
2123367,32.09,27.76,10980,32.09,36.8,10980,16.04,22.22,10980
2123377,32.09,28.27,11000,48.13,37.19,11000,32.09,22.44,11000
2123387,32.09,28.72,11020,32.09,37.54,11020,16.04,22.63,11020
2123397,32.09,29.12,11040,32.09,36.89,11040,32.09,22.8,11040
2123407,16.04,28.52,11060,48.12,37.27,11060,16.04,22.95,11060
2123417,32.09,27.99,11080,32.09,37.61,11080,16.04,22.13,11080
2123427,32.09,28.48,11100,48.13,37.9,11100,32.09,22.36,11100
2123437,32.09,28.9,11120,32.09,38.16,11120,16.04,22.56,11120
2123447,32.09,29.28,11140,32.09,37.44,11140,32.09,22.74,11140
2123457,32.09,29.61,11160,48.13,37.76,11160,16.04,22.9,11160
2123467,32.09,29.9,11180,32.09,38.04,11180,32.09,23.03,11180
2123477,16.04,29.21,11200,48.13,38.28,11200,16.04,23.16,11200
2123487,32.09,28.61,11220,32.09,38.5,11220,32.09,23.26,11220
2123497,32.09,29.02,11240,48.13,38.69,11240,16.04,23.36,11240
2123507,32.09,29.38,11260,32.09,38.86,11260,32.09,23.44,11260
2123517,32.09,29.7,11280,48.13,39.0,11280,32.09,24.46,11280
2123527,32.09,29.98,11300,32.09,39.13,11300,16.04,24.42,11300
2123537,32.08,30.23,11320,48.12,39.25,11320,32.08,24.37,11320
2123547,32.09,30.45,11340,32.09,39.35,11340,16.04,24.34,11340
2123557,32.09,30.64,11360,48.13,39.44,11360,32.09,24.31,11360
2123567,32.09,30.81,11380,32.09,39.52,11380,32.09,25.23,11380
2123577,32.08,30.96,11400,48.12,39.59,11400,16.04,25.09,11400
2123587,32.09,31.1,11420,32.09,39.65,11420,32.09,24.97,11420
2123597,32.09,31.21,11440,48.13,39.7,11440,32.09,25.81,11440
2123607,32.08,31.32,11460,48.12,40.7,11460,16.04,25.6,11460
2123617,32.09,31.41,11480,32.09,40.63,11480,32.09,25.42,11480
2123627,32.09,31.49,11500,48.13,40.57,11500,32.09,26.21,11500
2123637,32.09,31.56,11520,32.09,40.51,11520,16.04,25.96,11520
2123647,32.09,31.62,11540,48.13,40.47,11540,32.09,25.73,11540
2123657,48.13,32.62,11560,48.13,41.37,11560,32.09,26.48,11560
2123667,32.09,33.51,11580,32.09,41.22,11580,16.04,26.2,11580
2123677,32.08,33.34,11600,48.12,41.09,11600,32.08,25.94,11600
2123687,32.09,33.19,11620,48.13,41.92,11620,32.09,26.67,11620
2123697,32.09,33.06,11640,32.09,41.71,11640,32.09,27.31,11640
2123707,32.09,32.95,11660,48.13,41.52,11660,16.04,26.93,11660
2123717,32.09,32.84,11680,48.13,42.3,11680,32.09,26.59,11680
2123727,32.09,32.75,11700,32.09,42.04,11700,32.09,27.24,11700
2123737,48.12,33.62,11720,48.12,41.81,11720,32.08,27.81,11720
2123747,32.09,34.39,11740,48.13,42.56,11740,32.09,28.32,11740
2123757,32.08,34.12,11760,48.12,43.22,11760,16.04,27.81,11760
2123767,32.09,33.88,11780,32.09,42.85,11780,32.09,27.37,11780
2123777,32.09,33.67,11800,48.13,42.53,11800,32.09,27.93,11800
2123787,48.13,34.43,11820,48.13,43.19,11820,32.09,28.42,11820
2123797,32.09,35.1,11840,48.13,43.77,11840,32.09,28.85,11840
2123807,32.09,34.74,11860,48.13,44.29,11860,32.09,29.24,11860
2123817,32.09,34.43,11880,32.09,43.79,11880,32.09,29.57,11880
2123827,48.12,35.1,11900,48.12,43.36,11900,32.08,29.87,11900
2123837,32.09,35.69,11920,48.13,43.92,11920,32.09,30.13,11920
2123847,32.09,35.27,11940,48.13,44.42,11940,16.04,29.41,11940
2123857,32.08,34.89,11960,48.12,44.86,11960,32.08,28.78,11960
2123867,48.13,35.51,11980,48.13,45.24,11980,32.09,29.17,11980
2123877,32.09,36.05,12000,48.13,45.58,12000,32.09,29.52,12000
2123887,32.09,35.58,12020,48.13,45.89,12020,32.09,29.82,12020
2123897,48.12,36.12,12040,48.12,46.15,12040,32.08,30.09,12040
2123907,32.09,36.59,12060,32.09,45.44,12060,32.09,30.32,12060
2123917,32.08,36.06,12080,48.12,44.81,12080,32.08,30.53,12080
2123927,48.13,36.53,12100,48.13,45.2,12100,48.13,31.66,12100
2123937,32.09,36.96,12120,48.13,45.55,12120,32.09,32.66,12120
2123947,48.13,37.33,12140,48.13,45.85,12140,32.09,32.59,12140
2123957,32.09,37.66,12160,48.13,46.12,12160,32.09,32.53,12160
2123967,32.09,37.0,12180,64.17,47.31,12180,32.09,32.48,12180
2123977,48.13,37.37,12200,48.13,48.35,12200,32.09,32.43,12200
2123987,32.09,37.69,12220,48.13,48.33,12220,32.09,32.39,12220
2123997,48.13,37.98,12240,48.13,48.3,12240,32.09,32.36,12240
2124007,32.09,38.23,12260,48.13,48.28,12260,48.13,33.27,12260
2124017,48.13,38.45,12280,48.13,48.26,12280,32.09,34.08,12280
2124027,32.09,38.65,12300,48.13,48.25,12300,32.09,33.85,12300
2124037,48.13,38.82,12320,48.13,48.23,12320,32.09,33.64,12320
2124047,32.09,38.97,12340,48.13,48.22,12340,32.09,33.45,12340
2124057,48.13,39.11,12360,48.13,48.21,12360,48.13,34.24,12360
2124067,32.09,39.22,12380,64.17,49.15,12380,32.09,34.93,12380
2124077,48.13,39.33,12400,48.13,49.98,12400,32.09,34.6,12400
2124087,32.09,39.42,12420,48.13,49.76,12420,32.09,34.3,12420
2124097,48.13,39.5,12440,48.13,49.57,12440,48.13,34.99,12440
2124107,32.09,39.57,12460,48.13,49.4,12460,32.09,35.59,12460
2124117,48.13,39.64,12480,64.17,50.19,12480,32.09,35.18,12480
2124127,48.13,40.64,12500,48.13,50.9,12500,48.13,35.76,12500
2124137,32.09,40.58,12520,48.13,50.57,12520,32.09,36.27,12520
2124147,48.13,40.52,12540,48.13,50.28,12540,32.09,35.78,12540
2124157,48.13,41.42,12560,64.17,50.98,12560,48.13,36.29,12560
2124167,32.08,41.27,12580,48.12,51.59,12580,32.08,36.74,12580
2124177,48.13,41.13,12600,48.13,51.18,12600,32.09,36.19,12600
2124187,48.12,41.96,12620,64.16,51.77,12620,48.12,36.65,12620
2124197,32.09,41.74,12640,48.13,52.28,12640,32.09,37.06,12640
2124207,48.13,41.54,12660,48.13,51.79,12660,48.13,37.42,12660
2124217,48.13,42.32,12680,48.13,51.36,12680,32.09,37.74,12680
2124227,32.09,42.06,12700,64.17,51.93,12700,48.13,38.02,12700
2124237,48.12,41.83,12720,32.08,51.48,12720,32.08,38.27,12720
2124247,48.13,42.57,12740,64.18,51.08,12740,48.13,38.48,12740
2124257,48.12,43.23,12760,48.12,51.68,12760,32.08,38.68,12760
2124267,48.13,43.81,12780,48.13,51.26,12780,48.13,38.85,12780
2124277,32.09,43.37,12800,64.17,51.84,12800,32.09,38.99,12800
2124287,48.12,42.99,12820,48.12,52.35,12820,48.12,39.13,12820
2124297,48.13,43.59,12840,64.18,52.8,12840,32.09,39.24,12840
2124307,48.13,44.13,12860,48.13,53.19,12860,48.13,39.34,12860
2124317,48.13,44.6,12880,48.13,52.6,12880,32.09,39.43,12880
2124327,48.13,45.02,12900,64.17,53.02,12900,48.13,39.51,12900
2124337,32.09,44.44,12920,48.13,53.39,12920,48.13,40.53,12920
2124347,48.13,43.93,12940,64.17,53.71,12940,32.09,40.48,12940
2124357,48.12,44.42,12960,48.12,54.0,12960,48.12,40.44,12960
2124367,48.13,44.86,12980,64.18,54.25,12980,32.09,40.4,12980
2124377,48.13,45.25,13000,48.13,54.48,13000,48.13,40.36,13000
2124387,48.13,45.59,13020,64.17,54.68,13020,48.13,41.28,13020
2124397,48.12,45.89,13040,64.16,55.8,13040,32.08,41.14,13040
2124407,48.13,46.15,13060,48.13,55.84,13060,48.13,41.02,13060
2124417,48.13,46.39,13080,64.17,55.88,13080,48.13,41.86,13080
2124427,48.13,46.59,13100,48.13,55.91,13100,48.13,42.6,13100
2124437,48.13,46.77,13120,64.17,55.94,13120,32.09,42.31,13120
2124447,48.13,46.93,13140,64.17,56.91,13140,48.13,42.05,13140
2124457,48.13,47.08,13160,48.13,56.82,13160,48.13,42.77,13160
2124467,48.13,47.2,13180,64.17,56.74,13180,48.13,43.4,13180
2124477,48.12,47.31,13200,64.16,57.62,13200,32.08,43.01,13200
2124487,48.13,47.41,13220,48.13,57.45,13220,48.13,42.67,13220
2124497,48.12,47.49,13240,64.16,57.29,13240,48.12,43.31,13240
2124507,64.18,48.52,13260,64.18,58.11,13260,48.13,43.88,13260
2124517,48.13,49.42,13280,64.17,58.82,13280,32.09,43.44,13280
2124527,48.13,49.27,13300,48.13,58.51,13300,48.13,43.04,13300
2124537,48.13,49.13,13320,64.17,58.23,13320,48.13,43.64,13320
2124547,48.13,49.01,13340,64.17,58.93,13340,48.13,44.17,13340
2124557,48.13,48.91,13360,64.17,59.55,13360,48.13,44.64,13360
2124567,48.13,48.82,13380,64.17,60.1,13380,48.13,45.05,13380
2124577,64.17,49.68,13400,64.17,60.58,13400,48.13,45.42,13400
2124587,48.13,50.45,13420,48.13,60.05,13420,32.09,44.79,13420
2124597,48.12,50.17,13440,64.16,59.59,13440,48.12,44.24,13440
2124607,48.13,49.93,13460,64.18,60.13,13460,48.13,44.7,13460
2124617,64.17,50.67,13480,64.17,60.61,13480,48.13,45.1,13480
2124627,48.13,51.32,13500,64.17,61.03,13500,48.13,45.46,13500
2124637,48.13,50.94,13520,64.17,61.4,13520,48.13,45.78,13520
2124647,64.17,51.55,13540,64.17,61.73,13540,48.13,46.05,13540
2124657,48.13,52.1,13560,64.17,62.02,13560,48.13,46.3,13560
2124667,48.13,51.63,13580,64.17,62.27,13580,48.13,46.52,13580
2124677,64.16,52.16,13600,64.16,62.5,13600,48.12,46.71,13600
2124687,48.13,52.63,13620,64.18,62.7,13620,48.13,46.87,13620
2124697,48.13,52.1,13640,64.17,62.87,13640,48.13,47.02,13640
2124707,64.16,52.58,13660,64.16,63.02,13660,48.12,47.15,13660
2124717,48.13,53.0,13680,64.17,63.16,13680,48.13,47.27,13680
2124727,64.18,53.37,13700,64.18,63.28,13700,48.13,47.37,13700
2124737,48.13,53.7,13720,64.17,63.38,13720,48.13,47.46,13720
2124747,64.17,53.99,13740,64.17,63.48,13740,64.17,48.49,13740
2124757,48.13,54.25,13760,64.17,63.56,13760,48.13,49.39,13760
2124767,64.17,54.47,13780,64.17,63.63,13780,48.13,49.24,13780
2124777,48.13,54.67,13800,64.17,63.7,13800,48.13,49.11,13800
2124787,64.17,54.85,13820,64.17,63.75,13820,48.13,49.0,13820
2124797,48.13,55.0,13840,64.17,63.8,13840,48.13,48.89,13840
2124807,64.17,55.14,13860,80.21,64.79,13860,64.17,49.75,13860
2124817,48.13,55.26,13880,64.17,65.67,13880,48.13,50.51,13880
2124827,64.17,55.36,13900,64.17,65.49,13900,48.13,50.23,13900
2124837,64.17,56.4,13920,64.17,65.34,13920,48.13,49.98,13920
2124847,48.13,56.37,13940,64.17,65.2,13940,64.17,50.71,13940
2124857,64.17,56.35,13960,80.21,66.02,13960,48.13,51.35,13960
2124867,64.17,57.27,13980,64.17,66.75,13980,48.13,50.97,13980
2124877,48.12,57.14,14000,64.16,66.45,14000,48.12,50.63,14000
2124887,64.18,57.02,14020,64.18,66.18,14020,64.18,51.29,14020
2124897,64.17,57.87,14040,80.21,66.89,14040,48.13,51.86,14040
2124907,48.13,57.66,14060,64.17,67.52,14060,48.13,51.42,14060
2124917,64.17,57.49,14080,64.17,67.12,14080,64.17,51.98,14080
2124927,64.17,58.28,14100,80.21,67.72,14100,48.13,52.47,14100
2124937,64.16,58.97,14120,64.16,68.25,14120,48.12,51.96,14120
2124947,48.13,58.64,14140,64.18,67.77,14140,64.18,52.45,14140
2124957,64.16,58.34,14160,80.21,68.29,14160,48.12,52.89,14160
2124967,64.18,59.03,14180,64.18,68.75,14180,48.13,52.33,14180
2124977,64.17,59.64,14200,64.17,68.21,14200,64.17,52.78,14200
2124987,64.17,60.18,14220,80.21,68.68,14220,48.13,53.18,14220
2124997,64.17,60.65,14240,64.17,69.1,14240,64.17,53.53,14240
2125007,48.13,60.12,14260,80.21,69.46,14260,48.13,53.84,14260
2125017,64.17,59.65,14280,64.17,69.79,14280,64.17,54.11,14280
