millis,rpm,rpm2
159330,140.68,149.91
159340,158.26,148.27
159350,140.69,146.54
159360,140.68,146.66
159370,158.25,148.40
159380,140.69,148.15
159390,158.25,147.65
159400,140.65,148.27
159410,158.03,149.03
159420,140.92,147.53
159430,140.69,147.90
159440,158.26,147.03
159450,140.64,80.74
159460,158.30,150.43
159470,140.68,148.65
159480,140.68,147.03
159490,158.26,147.15
159500,140.68,150.17
159510,158.28,148.52
159520,140.68,146.79
159530,158.25,148.90
159540,140.69,149.03
159550,158.20,148.15
159560,140.72,148.15
159570,140.68,148.77
159580,158.26,149.66
159590,140.68,148.15
159600,158.28,148.65
159610,140.67,147.53
159620,158.28,147.77
159630,140.68,151.07
159640,158.26,149.15
159650,140.68,147.77
159660,158.25,149.28
159670,140.68,149.53
159680,140.68,149.28
159690,158.26,148.65
159700,140.69,149.53
159710,158.25,150.56
159720,140.68,148.90
159730,158.28,149.66
159740,140.67,148.15
159750,158.26,148.15
159760,140.69,151.59
159770,158.26,149.79
159780,140.67,148.15
159790,158.26,149.91
159800,140.68,150.04
159810,158.26,149.15
159820,140.68,149.28
159830,158.26,148.77
159840,140.69,151.07
159850,158.26,152.12
159860,140.67,150.17
159870,158.28,148.65
159880,158.25,150.17
159890,140.68,150.56
159900,158.28,149.41
159910,140.68,149.66
159920,158.25,148.90
159930,140.68,151.07
159940,158.26,152.25
159950,140.69,150.30
159960,158.26,148.90
159970,140.67,149.15
159980,158.26,150.94
159990,140.68,150.81
160000,158.26,150.17
160010,158.28,149.79
160020,140.68,152.12
160030,158.25,153.18
160040,140.68,151.07
160050,158.26,149.53
160060,158.28,151.20
160070,140.68,151.46
160080,158.25,150.56
160090,140.68,150.56
160100,158.26,149.79
160110,140.69,152.12
160120,158.26,153.31
160130,158.25,151.59
160140,140.68,149.79
160150,158.28,151.33
160160,140.67,151.73
160170,158.26,150.56
160180,158.28,151.33
160190,140.68,150.04
160200,158.26,150.17
160210,140.68,153.45
160220,158.26,151.73
160230,158.26,151.07
160240,140.67,151.99
160250,158.23,152.65
160260,157.96,153.71
160270,140.99,151.73
160280,158.26,150.56
160290,140.68,150.81
160300,158.25,152.65
160310,158.28,151.33
160320,140.68,151.73
160330,158.26,150.94
160340,158.26,151.07
160350,140.68,154.25
160360,158.26,152.65
160370,158.25,151.86
160380,140.68,81.71
160390,158.28,153.18
160400,158.26,154.39
160410,140.68,152.38
160420,158.26,150.94
160430,158.17,152.52
160440,140.76,152.65
160450,158.25,151.59
160460,140.68,151.73
160470,158.26,151.07
160480,158.26,151.07
160490,140.68,154.25
160500,158.28,152.65
160510,158.26,151.73
160520,140.67,152.52
160530,158.26,153.45
160540,158.26,154.80
160550,140.69,152.78
160560,158.25,151.20
160570,158.28,152.78
160580,140.67,153.18
160590,158.28,152.52
160600,158.26,153.05
160610,158.26,151.33
160620,140.68,151.86
160630,158.26,153.58
160640,158.26,152.78
160650,140.68,152.91
160660,158.26,152.25
160670,158.25,152.12
160680,158.26,153.71
160690,140.69,153.71
160700,158.25,153.05
160710,158.28,152.38
160720,140.68,154.53
160730,158.25,155.76
160740,158.28,153.85
160750,158.25,153.05
160760,140.69,153.71
160770,158.25,154.80
160780,158.26,155.90
160790,158.26,154.12
160800,140.68,152.38
160810,158.28,154.53
160820,158.26,155.21
160830,158.25,156.17
160840,140.68,154.12
160850,158.23,152.78
160860,158.30,154.39
160870,158.26,155.21
160880,140.68,153.85
160890,158.28,154.53
160900,158.22,152.91
160910,158.31,154.80
160920,158.25,155.76
160930,140.68,154.12
160940,158.26,154.66
160950,158.23,153.31
160960,158.31,154.93
160970,140.68,155.07
160980,158.25,154.25
160990,158.26,154.93
161000,158.28,153.18
161010,158.26,155.21
161020,140.67,155.34
161030,158.26,154.39
161040,158.26,155.07
161050,158.26,153.71
161060,158.28,155.21
161070,158.26,156.03
161080,140.68,154.66
161090,158.26,155.34
161100,158.26,153.71
161110,158.25,155.76
161120,158.26,156.31
161130,140.68,154.80
161140,158.28,155.48
161150,158.26,153.85
161160,158.25,155.62
161170,158.26,156.73
161180,158.28,157.57
161190,140.68,155.48
161200,158.25,154.12
161210,158.26,155.90
161220,158.26,156.59
161230,158.26,158.00
161240,158.26,156.03
161250,158.28,155.34
161260,140.67,156.31
161270,158.26,157.01
161280,158.26,158.00
161290,158.26,156.31
161300,158.26,155.34
161310,158.26,154.80
161320,158.28,154.80
161330,140.68,158.14
161340,158.25,156.45
161350,158.28,155.62
161360,158.25,154.80
161370,158.26,154.93
161380,158.25,156.73
161390,158.26,155.90
161400,158.26,156.31
161410,157.98,155.07
161420,140.95,155.07
161430,158.26,156.87
161440,158.26,156.03
161450,158.26,156.73
161460,158.26,155.21
161470,158.26,156.87
161480,158.26,157.57
161490,158.26,158.85
161500,158.23,156.73
161510,140.72,154.93
161520,158.26,156.87
161530,158.26,157.43
161540,158.25,158.71
161550,158.28,156.87
161560,158.25,156.03
161570,158.26,155.34
161580,158.28,155.34
161590,158.26,157.01
161600,158.26,156.03
161610,140.67,156.17
161620,158.28,155.48
161630,158.25,155.48
161640,158.26,157.15
161650,158.28,156.03
161660,158.25,157.01
161670,158.26,155.34
161680,158.26,157.43
161690,158.26,158.00
161700,158.26,159.28
161710,158.28,157.57
161720,158.25,156.59
161730,140.69,157.71
161740,158.26,158.57
161750,158.25,159.43
161760,158.28,158.00
161770,158.25,157.01
161780,158.28,156.45
161790,158.25,156.59
161800,158.28,158.28
161810,158.25,157.29
161820,158.26,158.00
161830,158.26,156.31
161840,158.28,158.42
161850,158.25,159.00
161860,158.26,160.45
161870,158.28,158.42
161880,158.25,157.85
161890,158.26,157.15
161900,158.26,157.01
161910,158.28,159.00
161920,158.26,157.85
161930,158.25,158.57
161940,158.28,157.01
161950,158.26,158.85
161960,158.25,159.72
161970,158.28,160.89
161980,158.25,159.28
161990,158.26,158.28
162000,158.28,157.71
162010,158.26,157.71
162020,158.25,159.43
162030,158.26,158.42
162040,158.26,159.00
162050,158.26,157.71
162060,158.28,159.14
162070,175.81,158.00
162080,158.30,159.86
162090,158.25,158.71
162100,158.28,159.43
162110,158.26,157.85
162120,158.25,159.86
162130,158.26,160.45
162140,158.26,161.92
162150,158.26,159.86
162160,158.28,159.14
162170,158.25,158.28
162180,158.28,158.57
162190,158.26,160.45
162200,158.25,159.28
162210,158.26,159.86
162220,175.87,159.43
162230,158.26,158.71
162240,158.26,158.42
162250,158.26,160.30
162260,158.26,159.14
162270,158.25,160.15
162280,158.28,158.42
162290,158.26,160.45
162300,158.26,161.03
162310,158.26,162.37
162320,175.85,159.57
162330,158.26,160.30
162340,158.25,158.71
162350,158.26,160.74
162360,158.26,161.48
162370,158.28,162.67
162380,158.25,160.74
162390,158.28,160.15
162400,158.25,159.28
162410,175.85,161.03
162420,158.26,161.78
162430,158.28,162.97
162440,158.26,161.03
162450,158.26,160.45
162460,158.26,159.72
162470,175.41,161.33
162480,158.66,162.07
162490,158.25,163.28
162500,158.26,161.33
162510,158.28,160.74
162520,158.26,160.01
162530,158.25,159.86
162540,175.87,162.22
162550,158.25,163.58
162560,158.28,161.63
162570,158.26,161.03
162580,158.25,160.01
162590,158.26,160.15
162600,175.87,162.52
162610,158.26,163.89
162620,158.26,161.63
162630,158.25,161.18
162640,158.26,160.01
162650,175.87,161.92
162660,158.26,162.67
162670,158.25,164.19
162680,158.26,161.92
162690,158.26,161.33
162700,175.69,160.15
162710,158.42,162.22
162720,158.26,162.82
162730,158.26,164.19
162740,158.25,162.22
162750,175.67,162.07
162760,158.42,160.30
162770,158.26,162.37
162780,158.26,163.13
162790,158.26,164.19
162800,175.87,161.33
162810,158.25,162.22
162820,158.28,160.59
162830,158.25,162.37
162840,158.28,163.58
162850,175.85,162.82
162860,158.26,161.92
162870,158.26,162.37
162880,158.26,161.03
162890,175.85,161.18
162900,158.25,161.18
162910,158.28,162.97
162920,158.25,161.92
162930,175.85,162.97
162940,158.26,162.07
162950,158.28,161.48
162960,158.25,161.48
162970,175.85,164.04
162980,158.26,164.96
162990,158.26,163.43
163000,158.26,162.67
163010,175.87,161.48
163020,158.26,163.43
163030,158.25,164.19
163040,158.28,165.58
163050,175.85,162.52
163060,158.26,163.43
163070,158.26,161.63
163080,158.26,163.58
163090,175.83,161.92
163100,158.26,163.89
163110,158.28,162.82
163120,175.83,163.58
163130,158.26,162.82
163140,158.26,161.92
163150,158.28,162.07
163160,175.83,164.50
163170,158.28,165.58
163180,158.25,163.89
163190,175.87,163.28
163200,158.22,161.92
163210,158.30,163.58
163220,158.26,164.50
163230,175.85,164.04
163240,158.28,162.82
163250,158.25,163.58
163260,175.87,162.97
163270,158.26,162.22
163280,158.26,162.22
163290,175.57,164.65
163300,158.52,165.74
163310,158.25,163.89
163320,158.26,163.28
163330,175.85,162.07
163340,158.26,164.19
163350,158.23,164.81
163360,175.89,164.19
163370,158.26,163.13
163380,158.26,163.73
163390,175.85,163.43
163400,158.28,162.37
163410,158.26,162.52
163420,175.73,165.12
163430,158.38,166.21
163440,158.26,164.65
163450,158.26,163.58
163460,175.83,162.82
163470,158.26,164.50
163480,158.28,165.43
163490,175.85,164.96
163500,158.26,163.73
163510,175.78,164.81
163520,158.31,164.19
163530,158.28,163.13
163540,175.85,165.12
163550,158.26,165.74
163560,158.26,167.00
163570,175.85,164.04
163580,158.26,164.65
163590,158.25,163.28
163600,175.85,163.43
163610,158.26,163.28
163620,158.28,165.27
163630,175.85,166.84
163640,158.25,165.27
163650,175.87,164.96
163660,158.25,163.13
163670,158.26,165.43
163680,175.85,163.58
163690,158.28,165.43
163700,158.25,164.35
163710,175.87,165.27
163720,158.26,164.65
163730,175.85,163.43
163740,158.25,165.43
163750,158.26,166.52
163760,175.87,165.74
163770,158.26,164.81
163780,175.85,165.90
163790,158.25,164.65
163800,158.28,164.04
163810,175.83,165.74
163820,158.26,166.37
163830,175.87,166.05
163840,158.25,164.96
163850,158.28,165.74
163860,175.85,165.12
163870,158.25,164.35
163880,175.85,165.90
163890,158.28,167.00
163900,158.22,167.80
163910,175.89,165.12
163920,158.28,166.05
163930,175.83,165.12
163940,158.28,164.50
163950,175.83,166.05
163960,158.28,166.84
163970,158.26,168.44
163980,175.83,165.27
163990,158.26,166.05
164000,175.87,165.58
164010,158.25,164.65
164020,175.85,166.37
164030,158.28,167.32
164040,158.26,168.44
164050,175.85,165.43
164060,158.26,166.21
164070,175.83,165.58
164080,158.28,164.81
164090,175.83,166.68
164100,158.26,167.48
164110,175.87,166.84
164120,158.25,165.74
164130,175.85,166.52
164140,158.26,165.90
164150,158.23,165.27
164160,175.89,166.68
164170,158.26,167.64
164180,175.85,167.32
164190,158.26,165.74
164200,175.87,166.84
164210,158.26,166.21
164220,175.85,164.96
164230,158.26,166.68
164240,175.85,165.43
164250,158.26,167.16
164260,175.85,168.60
164270,158.25,167.00
164280,175.85,166.52
164290,158.28,164.96
164300,158.25,167.16
164310,175.87,165.27
164320,158.26,167.00
164330,175.85,168.92
164340,158.25,167.16
164350,175.81,166.68
164360,158.31,165.27
164370,175.85,165.43
164380,158.26,165.43
164390,175.85,168.12
164400,158.22,169.58
164410,175.90,166.21
164420,158.26,167.16
164430,175.85,166.68
164440,158.26,165.74
164450,175.83,167.64
164460,158.26,168.60
164470,175.85,167.80
164480,158.26,166.68
164490,175.87,167.80
164500,158.25,166.84
164510,175.85,165.74
164520,158.26,167.80
164530,175.87,166.05
164540,158.25,167.80
164550,175.85,170.07
164560,158.28,168.12
164570,175.83,167.80
164580,158.26,166.05
164590,175.85,166.68
164600,175.87,168.28
164610,158.25,168.92
164620,175.85,168.60
164630,158.26,167.48
164640,175.85,168.28
164650,158.26,167.48
164660,175.85,166.68
164670,158.26,168.60
164680,175.85,166.52
164690,175.85,169.41
164700,158.26,170.56
164710,175.85,167.48
164720,158.26,168.28
164730,175.87,167.80
164740,158.26,167.00
164750,175.83,168.28
164760,158.26,169.41
164770,175.85,168.92
164780,175.87,170.56
164790,158.25,168.60
164800,175.85,168.60
164810,158.26,167.00
164820,175.85,167.00
164830,158.28,167.00
164840,175.83,169.74
164850,175.85,169.09
164860,158.28,167.64
164870,175.83,168.92
164880,158.26,168.28
164890,175.87,167.16
164900,175.85,167.16
164910,158.25,167.32
164920,175.85,170.07
164930,158.26,171.23
164940,175.87,168.12
164950,175.59,169.41
164960,158.49,168.60
164970,175.87,167.32
164980,158.25,169.09
164990,175.85,167.80
165000,175.87,170.40
165010,158.26,171.39
165020,175.85,168.28
165030,158.25,169.41
165040,175.87,168.76
165050,175.85,167.32
165060,158.25,169.25
165070,175.87,167.96
165080,175.45,170.73
165090,158.63,171.56
165100,175.83,168.60
165110,158.26,169.58
165120,175.85,169.09
165130,175.87,167.80
165140,158.26,169.58
165150,175.85,168.12
165160,175.83,170.89
165170,158.28,171.90
165180,175.85,168.76
165190,158.26,169.58
165200,175.85,169.25
165210,175.85,168.12
165220,158.25,170.07
165230,175.87,168.28
165240,175.85,171.23
165250,158.26,172.40
165260,175.85,169.25
165270,175.83,170.23
165280,158.28,169.58
165290,175.83,168.60
165300,175.87,168.92
165310,158.25,168.76
165320,175.85,171.23
165330,175.85,170.89
165340,158.28,169.90
165350,175.85,170.89
165360,175.83,170.40
165370,158.26,168.76
165380,175.87,169.25
165390,175.85,170.89
165400,175.85,169.25
165410,158.25,170.89
165420,175.85,172.91
165430,175.85,170.23
165440,158.28,171.06
165450,175.83,170.23
165460,175.85,168.92
165470,158.26,171.06
165480,175.85,169.58
165490,175.87,172.40
165500,175.80,171.39
165510,158.31,170.07
165520,175.83,171.06
165530,175.87,171.06
165540,158.26,169.74
165550,175.83,169.74
165560,175.87,171.23
165570,175.85,169.58
165580,158.25,171.56
165590,175.85,173.59
165600,175.85,170.56
165610,175.87,171.56
165620,158.26,170.56
165630,175.83,169.74
165640,175.85,170.23
165650,175.85,172.06
165660,158.28,172.74
165670,175.83,171.90
165680,175.85,173.76
165690,175.50,170.89
165700,158.60,171.73
165710,175.83,171.23
165720,175.87,170.07
165730,175.85,170.23
165740,158.26,170.23
165750,175.80,173.08
165760,175.89,172.57
165770,175.85,174.45
165780,158.26,172.40
165790,175.85,171.90
165800,175.81,171.23
165810,175.89,170.56
165820,175.52,170.89
165830,158.58,170.89
165840,175.83,173.42
165850,175.85,172.40
165860,175.87,174.45
165870,158.25,172.57
165880,175.85,172.57
165890,175.87,171.90
165900,175.85,170.89
165910,175.83,170.89
165920,158.26,170.73
165930,175.87,173.25
165940,175.85,172.91
165950,175.85,174.80
165960,175.83,172.06
165970,158.26,172.57
165980,175.87,171.90
165990,175.83,170.73
166000,175.85,171.06
166010,175.85,172.91
166020,158.28,173.94
166030,175.83,173.25
166040,175.87,174.98
166050,175.83,171.90
166060,175.87,172.91
166070,158.25,172.23
166080,175.87,171.23
166090,175.85,171.56
166100,175.85,173.42
166110,175.83,171.56
166120,175.87,173.94
166130,158.25,175.32
166140,175.87,172.23
166150,175.85,173.25
166160,175.83,173.25
166170,175.85,172.74
166180,175.85,171.73
166190,175.81,171.90
166200,158.31,171.73
166210,175.85,174.28
166220,175.85,173.76
166230,175.85,175.67
166240,175.85,172.74
166250,175.80,174.11
166260,158.31,173.08
166270,175.85,172.06
166280,175.85,172.23
166290,175.83,173.76
166300,175.85,171.90
166310,175.87,174.63
166320,175.85,174.11
166330,175.85,176.03
166340,158.26,174.28
166350,175.83,173.94
166360,175.87,173.25
166370,175.83,172.23
166380,175.85,172.40
166390,175.85,174.11
166400,175.85,172.23
166410,175.87,174.98
166420,158.26,176.38
166430,175.85,173.42
166440,175.85,174.63
166450,175.83,174.45
166460,175.87,173.76
166470,175.83,172.57
166480,175.85,172.91
166490,175.87,174.45
166500,175.85,172.91
166510,175.85,175.50
166520,158.26,176.91
166530,175.85,173.94
166540,175.85,174.98
166550,175.83,174.80
166560,175.85,174.28
166570,175.87,173.25
166580,175.85,173.59
166590,175.85,175.15
166600,175.85,173.59
166610,175.85,176.20
166620,175.85,175.67
166630,175.85,177.45
166640,175.85,174.45
166650,175.85,175.50
166660,175.85,175.15
166670,175.83,174.80
166680,175.85,173.76
166690,175.87,173.94
166700,175.73,175.85
166710,158.36,176.73
166720,175.87,176.03
166730,175.85,177.99
166740,175.85,174.98
166750,175.85,176.03
166760,175.83,175.85
166770,175.85,175.32
166780,175.85,174.28
166790,175.87,174.28
166800,175.83,176.20
166810,175.87,174.45
166820,175.85,177.27
166830,175.83,176.56
166840,175.87,178.71
166850,175.78,175.50
166860,175.92,176.73
166870,175.83,176.38
166880,175.87,175.85
166890,193.42,176.03
166900,175.87,174.80
166910,175.83,174.98
166920,175.85,176.91
166930,175.87,174.98
166940,175.85,177.63
166950,175.83,176.91
166960,175.85,178.71
166970,175.87,175.67
166980,175.85,176.91
166990,175.83,176.38
167000,175.85,175.85
167010,175.87,174.63
167020,175.85,174.98
167030,175.83,176.73
167040,175.87,174.98
167050,175.85,177.45
167060,175.83,176.73
167070,175.85,178.53
167080,175.85,175.50
167090,175.85,176.38
167100,175.81,176.03
167110,175.90,175.32
167120,175.83,173.94
167130,175.85,174.28
167140,175.87,176.03
167150,175.83,174.11
167160,175.87,176.56
167170,175.83,175.85
167180,175.87,177.63
167190,175.85,174.63
167200,175.85,175.67
167210,175.83,175.32
167220,175.87,174.63
167230,175.85,173.59
167240,175.85,173.76
167250,175.83,175.67
167260,175.46,173.59
167270,158.63,175.32
167280,175.83,177.27
167290,175.85,174.11
167300,175.81,175.15
167310,175.89,174.63
167320,175.87,173.94
167330,175.85,172.74
167340,175.83,173.08
167350,175.85,174.80
167360,175.87,173.08
167370,175.85,175.67
167380,175.83,174.98
167390,175.74,176.73
167400,158.38,174.63
167410,175.85,174.28
167420,175.83,173.42
167430,175.87,172.23
167440,175.85,172.40
167450,175.85,174.11
167460,175.83,172.57
167470,175.85,175.15
167480,175.87,174.45
167490,158.26,173.25
167500,175.85,174.11
167510,175.85,173.76
167520,175.83,172.91
167530,175.87,171.73
167540,175.85,172.06
167550,175.83,173.76
167560,158.28,174.63
167570,175.85,173.94
167580,175.85,175.85
167590,175.85,172.74
167600,175.83,173.59
167610,175.87,173.25
167620,175.85,172.57
167630,158.26,171.73
167640,175.85,173.59
167650,175.85,171.90
167660,175.85,174.45
167670,175.83,173.59
167680,175.87,175.32
167690,158.26,173.42
167700,175.85,172.91
167710,175.83,172.40
167720,175.85,171.39
167730,175.85,171.56
167740,175.85,173.42
167750,175.43,171.39
167760,158.66,173.25
167770,175.83,174.98
167780,175.85,171.90
167790,175.87,173.25
167800,175.83,173.08
167810,158.26,171.39
167820,175.87,171.39
167830,175.85,172.91
167840,175.85,171.06
167850,175.83,173.59
167860,158.28,174.98
167870,175.83,172.06
167880,175.87,173.25
167890,175.83,172.74
167900,175.85,172.06
167910,175.64,170.73
167920,158.47,172.57
167930,175.85,170.89
167940,175.85,173.76
167950,175.85,173.25
167960,175.85,174.98
167970,158.25,172.74
167980,175.87,172.23
167990,175.83,171.73
168000,175.87,170.89
168010,175.60,171.06
168020,158.49,171.06
168030,175.83,173.42
168040,175.85,172.57
168050,175.87,174.11
168060,158.25,172.40
168070,175.85,172.40
168080,175.85,171.73
168090,175.87,170.56
168100,175.83,170.73
168110,158.28,170.40
168120,175.85,173.08
168130,175.85,172.57
168140,175.83,174.63
168150,158.28,172.57
168160,175.85,171.90
168170,175.85,171.06
168180,175.85,170.07
168190,175.85,170.56
168200,158.25,170.73
168210,175.85,173.25
168220,175.87,172.23
168230,175.83,173.76
168240,158.28,171.90
168250,175.83,171.90
168260,175.85,171.23
168270,175.87,170.23
168280,158.25,172.06
168290,175.87,170.07
168300,175.85,172.74
168310,175.85,172.23
168320,158.25,171.06
168330,175.87,172.23
168340,175.83,171.56
168350,175.87,170.73
168360,158.26,169.90
168370,175.85,172.06
168380,175.85,170.23
168390,175.85,172.74
168400,158.26,173.76
168410,175.85,170.56
168420,175.83,171.73
168430,175.85,171.56
168440,158.26,169.90
168450,175.85,169.90
168460,175.87,171.23
168470,175.85,169.58
168480,158.26,171.56
168490,175.83,173.59
168500,175.87,170.23
168510,175.71,171.23
168520,158.38,170.23
168530,175.87,169.41
168540,175.83,169.58
168550,158.28,169.41
168560,175.85,171.73
168570,175.85,171.06
168580,158.25,170.07
168590,175.87,171.23
168600,175.85,170.56
168610,175.83,169.74
168620,158.26,168.92
168630,175.87,170.89
168640,175.85,169.09
168650,158.25,170.73
168660,175.85,172.40
168670,175.85,169.41
168680,158.26,170.40
168690,175.85,169.58
168700,175.85,168.12
168710,158.28,170.07
168720,175.83,168.76
168730,175.87,171.39
168740,158.25,172.40
168750,175.87,169.09
168760,175.85,170.23
168770,158.26,169.41
168780,175.83,168.44
168790,175.87,168.60
168800,158.26,168.28
168810,175.85,171.06
168820,175.85,170.40
168830,158.26,169.25
168840,175.85,170.07
168850,175.43,5024.28
168860,158.63,168.44
168870,175.87,168.44
168880,158.26,168.28
168890,175.85,170.73
168900,175.85,170.40
168910,158.26,169.25
168920,175.85,169.90
168930,175.85,169.58
168940,158.25,168.12
168950,175.87,168.28
168960,175.83,169.90
168970,158.28,170.56
168980,175.85,169.90
168990,175.83,171.90
169000,158.23,169.90
169010,175.89,169.41
169020,158.28,167.80
169030,175.85,168.28
169040,175.83,169.74
169050,158.23,170.40
169060,175.90,169.58
169070,175.83,171.73
169080,158.26,169.90
169090,175.87,169.09
169100,158.26,167.48
169110,175.83,167.96
169120,175.85,169.58
169130,158.28,170.07
169140,175.83,169.41
169150,158.28,168.60
169160,175.85,169.58
169170,175.85,168.92
169180,158.25,167.16
169190,175.85,167.64
169200,175.62,169.41
169210,158.49,169.90
169220,175.83,169.09
169230,158.28,168.28
169240,175.85,169.25
169250,158.25,168.12
169260,175.87,167.00
169270,175.85,167.32
169280,158.25,167.00
169290,175.87,169.41
169300,158.26,170.89
169310,175.83,167.96
169320,175.48,168.60
169330,158.61,167.80
169340,175.83,167.00
169350,158.28,168.76
169360,175.83,166.84
169370,158.26,168.60
169380,175.85,170.56
169390,158.26,168.60
169400,175.85,168.12
169410,175.87,167.64
169420,158.26,166.84
169430,175.85,168.12
169440,158.26,169.09
169450,175.80,168.60
169460,158.31,167.32
169470,175.83,168.12
169480,158.28,167.32
169490,175.83,166.37
169500,175.57,166.37
169510,158.52,166.37
169520,175.85,169.09
169530,158.26,170.07
169540,175.85,166.84
169550,158.28,167.96
169560,175.83,167.16
169570,158.28,166.21
169580,175.85,167.80
169590,158.25,168.92
169600,175.87,167.80
169610,158.26,166.84
169620,175.83,167.80
169630,158.28,166.84
169640,175.85,165.43
169650,158.26,167.64
169660,175.83,165.90
169670,158.26,167.64
169680,175.85,169.58
169690,158.28,167.48
169700,175.80,167.00
169710,158.31,165.43
169720,175.85,165.74
169730,158.25,165.58
169740,175.87,168.12
169750,158.25,169.25
169760,175.87,166.05
169770,158.26,166.84
169780,175.85,166.52
169790,158.25,165.43
169800,175.85,167.00
169810,158.28,167.96
169820,175.83,167.32
169830,158.26,165.90
169840,175.87,167.16
169850,158.26,166.05
169860,175.83,164.96
169870,158.28,167.16
169880,175.53,165.12
169890,158.53,166.84
169900,158.28,165.90
169910,175.83,166.84
169920,158.28,165.74
169930,175.85,164.96
169940,158.26,166.68
169950,175.85,164.81
169960,158.25,167.00
169970,175.85,168.44
169980,158.26,166.37
169990,158.26,165.74
170000,175.87,164.50
170010,158.25,166.21
170020,175.87,164.81
170030,158.26,166.52
170040,175.85,168.12
170050,158.26,166.37
170060,175.83,165.90
170070,158.26,164.35
170080,158.28,166.37
170090,175.85,164.50
170100,158.26,166.37
170110,175.83,168.12
170120,158.26,166.05
170130,175.87,165.90
170140,158.26,164.19
170150,158.25,165.74
170160,175.85,164.35
170170,158.26,166.21
170180,175.87,167.64
170190,158.25,165.90
170200,158.26,164.96
170210,175.87,163.89
170220,158.26,165.90
170230,175.85,163.89
170240,158.26,165.74
170250,158.25,164.65
170260,175.85,165.43
170270,158.28,164.65
170280,175.85,163.43
170290,158.26,165.27
170300,158.26,166.37
170310,175.85,165.58
170320,158.26,164.65
170330,175.78,165.58
170340,158.33,164.50
170350,158.26,163.73
170360,175.83,165.27
170370,158.26,165.90
170380,158.28,167.32
170390,175.85,164.19
170400,158.26,164.96
170410,175.81,164.35
170420,158.28,163.43
170430,158.26,163.58
170440,175.87,166.05
170450,158.25,167.00
170460,158.28,165.27
170470,175.85,164.65
170480,158.26,163.28
170490,158.26,164.81
170500,175.83,163.13
170510,158.26,164.96
170520,157.89,163.73
170530,176.29,164.96
170540,158.26,164.04
170550,175.85,162.82
170560,158.25,164.96
170570,158.26,165.43
170580,175.87,164.96
170590,158.26,163.73
170600,158.25,164.35
170610,175.85,163.89
170620,158.26,162.67
170630,158.26,162.82
170640,175.87,165.27
170650,158.25,166.05
170660,158.28,164.35
170670,175.83,164.04
170680,158.28,162.52
170690,158.26,164.04
170700,175.71,162.37
170710,158.38,164.19
170720,158.28,162.97
170730,158.26,163.89
170740,175.83,163.13
170750,158.28,162.52
170760,158.25,162.37
170770,175.87,164.65
170780,158.26,165.90
170790,158.26,163.73
170800,175.71,163.73
170810,158.38,161.92
170820,158.26,163.58
170830,158.28,164.50
170840,175.85,163.73
170850,158.26,162.82
170860,158.26,163.43
170870,175.85,162.82
170880,158.26,161.92
170890,158.25,161.92
170900,158.26,163.58
170910,175.87,165.12
170920,158.25,163.43
170930,158.28,162.22
170940,158.26,161.63
170950,175.83,162.97
170960,158.26,163.89
170970,158.26,164.81
170980,158.28,162.82
170990,175.85,162.67
171000,158.22,161.03
171010,158.31,163.13
171020,158.26,163.58
171030,175.83,163.28
171040,158.25,161.92
171050,158.26,162.82
171060,158.30,160.89
171070,175.85,161.33
171080,158.26,161.18
171090,158.25,162.82
171100,158.28,161.63
171110,175.76,162.52
171120,158.34,161.92
171130,158.26,160.89
171140,158.26,161.03
171150,158.26,162.67
171160,175.83,164.65
171170,158.28,162.52
171180,158.25,161.63
171190,158.26,160.89
171200,175.85,162.37
171210,158.28,163.13
171220,158.25,164.04
171230,158.26,162.52
171240,158.26,161.33
171250,175.85,160.59
171260,158.28,162.07
171270,158.25,163.13
171280,158.26,163.89
171290,158.26,162.37
171300,175.85,161.78
171310,158.26,160.15
171320,158.26,161.78
171330,158.26,162.82
171340,158.28,163.73
171350,158.22,161.92
171360,175.90,161.63
171370,158.26,160.01
171380,158.26,161.63
171390,158.25,162.52
171400,158.28,163.58
171410,175.85,160.74
171420,158.26,161.18
171430,158.25,159.72
171440,158.28,161.33
171450,158.22,162.22
171460,158.31,163.28
171470,158.25,161.33
171480,175.85,161.18
171490,158.28,159.57
171500,158.26,161.03
171510,158.25,162.07
171520,158.26,162.97
171530,158.26,161.18
171540,175.67,160.89
171550,158.42,159.28
171560,158.26,160.74
171570,158.26,161.78
171580,158.28,162.67
171590,158.25,161.03
171600,158.26,159.86
171610,158.26,159.14
171620,175.85,160.59
171630,158.28,161.63
171640,158.26,162.37
171650,158.25,160.59
171660,158.26,159.57
171670,158.26,158.85
171680,158.28,158.85
171690,158.25,160.59
171700,158.28,159.43
171710,175.53,160.30
171720,158.53,159.28
171730,158.28,158.57
171740,158.26,158.57
171750,158.22,160.30
171760,158.30,159.28
171770,158.26,159.86
171780,158.26,158.42
171790,158.26,159.86
171800,158.28,161.18
171810,158.25,161.92
171820,158.26,160.15
171830,175.87,159.86
171840,158.26,158.28
171850,158.25,159.86
171860,158.26,160.59
171870,158.26,161.78
171880,158.28,159.86
171890,158.26,159.00
171900,158.25,158.14
171910,158.28,158.14
171920,158.25,159.72
171930,158.26,158.57
171940,158.28,159.43
171950,158.26,157.85
171960,158.26,159.72
171970,158.26,160.15
171980,158.26,161.33
171990,175.45,158.42
172000,158.63,159.28
172010,158.26,157.43
172020,158.25,159.28
172030,158.26,160.01
